file_id,image_id,video_id,cam_trap,species,num_animal,year,month,day,hour,minute,second,file_path,file_name,file_type,data_type,species_new,num_animal_new,file_path_new,file_name_new,species_binary,genus,family,order,class,split1,split2,split3,split4,split5,split6,split7,split8,split9,split10
2235,0798,,SSAMLD2,CuniculusPaca,01,2018,09,08,04,38,59,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0798_SSAMLD2_CuniculusPaca_01_2018_09_08_04_38_59.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,val,test,train,train,train,train,train,train,train
2236,0799,,SSAMLD2,CuniculusPaca,01,2018,09,08,04,39,00,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/test,test_0799_SSAMLD2_CuniculusPaca_01_2018_09_08_04_39_00.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,test,train,train,train,train,train,train,train,train,val
2237,0800,,SSAMLD2,CuniculusPaca,01,2018,09,11,20,28,44,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0800_SSAMLD2_CuniculusPaca_01_2018_09_11_20_28_44.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,train,train,train,val,test,train,train
2238,0801,,SSAMLD2,CuniculusPaca,01,2018,09,11,20,28,46,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0801_SSAMLD2_CuniculusPaca_01_2018_09_11_20_28_46.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,train,train,train,train,train,val,test
2239,0802,,SSAMLD2,CuniculusPaca,01,2018,09,11,20,28,48,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0802_SSAMLD2_CuniculusPaca_01_2018_09_11_20_28_48.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,val,test,train,train,train,train,train
2240,0803,,SSAMLD2,CuniculusPaca,01,2018,09,17,02,56,03,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0803_SSAMLD2_CuniculusPaca_01_2018_09_17_02_56_03.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,val,test,train,train,train,train,train,train
2241,0804,,SSAMLD2,CuniculusPaca,01,2018,09,17,02,56,05,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0804_SSAMLD2_CuniculusPaca_01_2018_09_17_02_56_05.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,train,val,test,train,train,train,train
2242,0805,,SSAMLD2,CuniculusPaca,01,2018,09,17,02,56,07,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0805_SSAMLD2_CuniculusPaca_01_2018_09_17_02_56_07.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,train,train,val,test,train,train,train
2243,0806,,SSAMLD2,CuniculusPaca,01,2018,09,18,03,08,00,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0806_SSAMLD2_CuniculusPaca_01_2018_09_18_03_08_00.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,train,train,train,train,val,test,train
2244,0807,,SSAMLD2,CuniculusPaca,01,2018,09,18,03,08,07,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0807_SSAMLD2_CuniculusPaca_01_2018_09_18_03_08_07.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,val,test,train,train,train,train,train
2245,0808,,SSAMLD2,CuniculusPaca,01,2018,09,18,22,35,38,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/test,test_0808_SSAMLD2_CuniculusPaca_01_2018_09_18_22_35_38.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,test,train,train,train,train,train,train,train,train,val
2246,0809,,SSAMLD2,CuniculusPaca,01,2018,09,18,22,35,40,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0809_SSAMLD2_CuniculusPaca_01_2018_09_18_22_35_40.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,val,test,train,train,train,train,train,train
2247,0810,,SSAMLD2,CuniculusPaca,01,2018,09,19,00,28,47,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/val,val_0810_SSAMLD2_CuniculusPaca_01_2018_09_19_00_28_47.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,val,test,train,train,train,train,train,train,train,train
2248,0811,,SSAMLD2,CuniculusPaca,01,2018,09,19,23,36,36,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0811_SSAMLD2_CuniculusPaca_01_2018_09_19_23_36_36.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,train,val,test,train,train,train,train
2249,0812,,SSAMLD2,CuniculusPaca,01,2018,09,19,23,36,38,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0812_SSAMLD2_CuniculusPaca_01_2018_09_19_23_36_38.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,train,train,train,train,train,val,test
2250,0813,,SSAMLD2,CuniculusPaca,01,2018,09,19,23,36,40,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/val,val_0813_SSAMLD2_CuniculusPaca_01_2018_09_19_23_36_40.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,val,test,train,train,train,train,train,train,train,train
2251,0814,,SSAMLD2,CuniculusPaca,01,2018,09,22,01,48,02,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0814_SSAMLD2_CuniculusPaca_01_2018_09_22_01_48_02.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,train,train,train,train,val,test,train
2252,0815,,SSAMLD2,CuniculusPaca,01,2018,09,22,01,48,04,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0815_SSAMLD2_CuniculusPaca_01_2018_09_22_01_48_04.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,val,test,train,train,train,train,train,train,train
2253,0816,,SSAMLD2,CuniculusPaca,01,2018,09,22,01,48,06,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/val,val_0816_SSAMLD2_CuniculusPaca_01_2018_09_22_01_48_06.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,val,test,train,train,train,train,train,train,train,train
2254,0817,,SSAMLD2,CuniculusPaca,01,2018,09,28,18,33,26,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0817_SSAMLD2_CuniculusPaca_01_2018_09_28_18_33_26.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,train,train,val,test,train,train,train
2255,0818,,SSAMLD2,CuniculusPaca,01,2018,10,02,03,44,21,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0818_SSAMLD2_CuniculusPaca_01_2018_10_02_03_44_21.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,train,val,test,train,train,train,train
2256,0819,,SSAMLD2,CuniculusPaca,01,2018,10,02,03,44,23,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/test,test_0819_SSAMLD2_CuniculusPaca_01_2018_10_02_03_44_23.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,test,train,train,train,train,train,train,train,train,val
2257,0820,,SSAMLD2,CuniculusPaca,01,2018,10,02,03,44,25,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0820_SSAMLD2_CuniculusPaca_01_2018_10_02_03_44_25.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,train,train,train,train,val,test,train
2258,0821,,SSAMLD2,CuniculusPaca,01,2018,10,05,19,00,40,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0821_SSAMLD2_CuniculusPaca_01_2018_10_05_19_00_40.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,train,train,train,train,val,test,train
2259,0822,,SSAMLD2,CuniculusPaca,01,2018,10,05,19,00,41,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0822_SSAMLD2_CuniculusPaca_01_2018_10_05_19_00_41.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,val,test,train,train,train,train,train,train,train
2260,0823,,SSAMLD2,CuniculusPaca,01,2018,10,06,00,53,46,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/test,test_0823_SSAMLD2_CuniculusPaca_01_2018_10_06_00_53_46.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,test,train,train,train,train,train,train,train,train,val
2261,0824,,SSAMLD2,CuniculusPaca,01,2018,10,06,00,53,48,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/train,train_0824_SSAMLD2_CuniculusPaca_01_2018_10_06_00_53_48.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,train,train,train,train,train,train,val,test,train,train
2262,0825,,SSAMLD2,CuniculusPaca,01,2018,10,09,00,46,56,./data/raw/brazil_amld/SSAMLD2/CuniculusPaca/01,labels_ssamld2_c_paca_01_20200830031830.csv,csv,bbox,CuniculusPaca,01,./data/interim/brazil_amld/bbox/csv/val,val_0825_SSAMLD2_CuniculusPaca_01_2018_10_09_00_46_56.csv,Animal,Cuniculus,Cuniculidae,Rodentia,Mammalia,val,test,train,train,train,train,train,train,train,train
2263,,0114,SSAMLD2,TamanduaTetradactyla,02,2020,02,07,21,47,24,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/02,2020 02 07 21 47 24.MP4,mp4,video,TamanduaTetradactyla,02,./data/interim/brazil_amld/video,0114_SSAMLD2_TamanduaTetradactyla_02_2020_02_07_21_47_24.mp4,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2264,0862,,SSAMLD2,TamanduaTetradactyla,01,2018,08,24,23,06,24,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,2018 08 24 23 06 24.JPG,jpg,image,TamanduaTetradactyla,01,./data/interim/brazil_amld/image/train,train_0862_SSAMLD2_TamanduaTetradactyla_01_2018_08_24_23_06_24.jpg,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,train,train,train,train,val,test,train,train
2265,0863,,SSAMLD2,TamanduaTetradactyla,01,2018,09,08,01,12,04,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,2018 09 08 01 12 04.JPG,jpg,image,TamanduaTetradactyla,01,./data/interim/brazil_amld/image/train,train_0863_SSAMLD2_TamanduaTetradactyla_01_2018_09_08_01_12_04.jpg,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,train,val,test,train,train,train,train,train
2266,0864,,SSAMLD2,TamanduaTetradactyla,01,2018,09,08,01,12,08,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,2018 09 08 01 12 08.JPG,jpg,image,TamanduaTetradactyla,01,./data/interim/brazil_amld/image/train,train_0864_SSAMLD2_TamanduaTetradactyla_01_2018_09_08_01_12_08.jpg,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,val,test,train,train,train,train,train,train
2267,0865,,SSAMLD2,TamanduaTetradactyla,01,2018,09,08,01,12,10,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,2018 09 08 01 12 10.JPG,jpg,image,TamanduaTetradactyla,01,./data/interim/brazil_amld/image/train,train_0865_SSAMLD2_TamanduaTetradactyla_01_2018_09_08_01_12_10.jpg,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,train,train,train,val,test,train,train,train
2268,,0115,SSAMLD2,TamanduaTetradactyla,01,2019,10,20,21,01,48,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,2019 10 20 21 01 48.MP4,mp4,video,TamanduaTetradactyla,01,./data/interim/brazil_amld/video,0115_SSAMLD2_TamanduaTetradactyla_01_2019_10_20_21_01_48.mp4,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2269,0865,,SSAMLD2,TamanduaTetradactyla,01,2018,09,08,01,12,10,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,labels_ssamld2_t_tetradactyla_01_20200830102733.zip,txt,bbox,TamanduaTetradactyla,01,./data/interim/brazil_amld/bbox/txt/train,train_0865_SSAMLD2_TamanduaTetradactyla_01_2018_09_08_01_12_10.txt,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,train,train,train,val,test,train,train,train
2270,0862,,SSAMLD2,TamanduaTetradactyla,01,2018,08,24,23,06,24,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,labels_ssamld2_t_tetradactyla_01_20200830102733.zip,txt,bbox,TamanduaTetradactyla,01,./data/interim/brazil_amld/bbox/txt/train,train_0862_SSAMLD2_TamanduaTetradactyla_01_2018_08_24_23_06_24.txt,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,train,train,train,train,val,test,train,train
2271,0863,,SSAMLD2,TamanduaTetradactyla,01,2018,09,08,01,12,04,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,labels_ssamld2_t_tetradactyla_01_20200830102733.zip,txt,bbox,TamanduaTetradactyla,01,./data/interim/brazil_amld/bbox/txt/train,train_0863_SSAMLD2_TamanduaTetradactyla_01_2018_09_08_01_12_04.txt,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,train,val,test,train,train,train,train,train
2272,0864,,SSAMLD2,TamanduaTetradactyla,01,2018,09,08,01,12,08,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,labels_ssamld2_t_tetradactyla_01_20200830102733.zip,txt,bbox,TamanduaTetradactyla,01,./data/interim/brazil_amld/bbox/txt/train,train_0864_SSAMLD2_TamanduaTetradactyla_01_2018_09_08_01_12_08.txt,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,val,test,train,train,train,train,train,train
2273,0865,,SSAMLD2,TamanduaTetradactyla,01,2018,09,08,01,12,10,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,labels_ssamld2_t_tetradactyla_01_20200830102735.zip,xml,bbox,TamanduaTetradactyla,01,./data/interim/brazil_amld/bbox/xml/train,train_0865_SSAMLD2_TamanduaTetradactyla_01_2018_09_08_01_12_10.xml,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,train,train,train,val,test,train,train,train
2274,0862,,SSAMLD2,TamanduaTetradactyla,01,2018,08,24,23,06,24,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,labels_ssamld2_t_tetradactyla_01_20200830102735.zip,xml,bbox,TamanduaTetradactyla,01,./data/interim/brazil_amld/bbox/xml/train,train_0862_SSAMLD2_TamanduaTetradactyla_01_2018_08_24_23_06_24.xml,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,train,train,train,train,val,test,train,train
2275,0863,,SSAMLD2,TamanduaTetradactyla,01,2018,09,08,01,12,04,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,labels_ssamld2_t_tetradactyla_01_20200830102735.zip,xml,bbox,TamanduaTetradactyla,01,./data/interim/brazil_amld/bbox/xml/train,train_0863_SSAMLD2_TamanduaTetradactyla_01_2018_09_08_01_12_04.xml,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,train,val,test,train,train,train,train,train
2276,0864,,SSAMLD2,TamanduaTetradactyla,01,2018,09,08,01,12,08,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,labels_ssamld2_t_tetradactyla_01_20200830102735.zip,xml,bbox,TamanduaTetradactyla,01,./data/interim/brazil_amld/bbox/xml/train,train_0864_SSAMLD2_TamanduaTetradactyla_01_2018_09_08_01_12_08.xml,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,val,test,train,train,train,train,train,train
2277,0865,,SSAMLD2,TamanduaTetradactyla,01,2018,09,08,01,12,10,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,labels_ssamld2_t_tetradactyla_01_20200830102738.csv,csv,bbox,TamanduaTetradactyla,01,./data/interim/brazil_amld/bbox/csv/train,train_0865_SSAMLD2_TamanduaTetradactyla_01_2018_09_08_01_12_10.csv,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,train,train,train,val,test,train,train,train
2278,0862,,SSAMLD2,TamanduaTetradactyla,01,2018,08,24,23,06,24,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,labels_ssamld2_t_tetradactyla_01_20200830102738.csv,csv,bbox,TamanduaTetradactyla,01,./data/interim/brazil_amld/bbox/csv/train,train_0862_SSAMLD2_TamanduaTetradactyla_01_2018_08_24_23_06_24.csv,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,train,train,train,train,val,test,train,train
2279,0863,,SSAMLD2,TamanduaTetradactyla,01,2018,09,08,01,12,04,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,labels_ssamld2_t_tetradactyla_01_20200830102738.csv,csv,bbox,TamanduaTetradactyla,01,./data/interim/brazil_amld/bbox/csv/train,train_0863_SSAMLD2_TamanduaTetradactyla_01_2018_09_08_01_12_04.csv,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,train,val,test,train,train,train,train,train
2280,0864,,SSAMLD2,TamanduaTetradactyla,01,2018,09,08,01,12,08,./data/raw/brazil_amld/SSAMLD2/TamanduaTetradactyla/01,labels_ssamld2_t_tetradactyla_01_20200830102738.csv,csv,bbox,TamanduaTetradactyla,01,./data/interim/brazil_amld/bbox/csv/train,train_0864_SSAMLD2_TamanduaTetradactyla_01_2018_09_08_01_12_08.csv,Animal,Tamandua,Myrmecophagidae,Pilosa,Mammalia,train,train,val,test,train,train,train,train,train,train
2281,,0116,SSAMLD2,MarmosaParaguayana,01,2019,10,24,04,20,54,./data/raw/brazil_amld/SSAMLD2/MarmosaParaguayana/01,2019 10 24 04 20 54.MP4,mp4,video,MarmosaParaguayana,01,./data/interim/brazil_amld/video,0116_SSAMLD2_MarmosaParaguayana_01_2019_10_24_04_20_54.mp4,Animal,Marmosa,Didelphidae,Didelphimorphia,Mammalia,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2282,0866,,SSAMLD2,DasypusNovemcinctus,02,2018,09,23,19,27,50,./data/raw/brazil_amld/SSAMLD2/DasypusNovemcinctus/02,2018 09 23 19 27 50.JPG,jpg,image,DasypusNovemcinctus,02,./data/interim/brazil_amld/image/val,val_0866_SSAMLD2_DasypusNovemcinctus_02_2018_09_23_19_27_50.jpg,Animal,Dasypus,Dasypodidae,Cingulata,Mammalia,val,test,train,train,train,train,train,train,train,train
2283,0866,,SSAMLD2,DasypusNovemcinctus,02,2018,09,23,19,27,50,./data/raw/brazil_amld/SSAMLD2/DasypusNovemcinctus/02,labels_ssamld2_d_novemcinctus_02_20200830033500.zip,txt,bbox,DasypusNovemcinctus,02,./data/interim/brazil_amld/bbox/txt/val,val_0866_SSAMLD2_DasypusNovemcinctus_02_2018_09_23_19_27_50.txt,Animal,Dasypus,Dasypodidae,Cingulata,Mammalia,val,test,train,train,train,train,train,train,train,train
2284,0866,,SSAMLD2,DasypusNovemcinctus,02,2018,09,23,19,27,50,./data/raw/brazil_amld/SSAMLD2/DasypusNovemcinctus/02,labels_ssamld2_d_novemcinctus_02_20200830033503.zip,xml,bbox,DasypusNovemcinctus,02,./data/interim/brazil_amld/bbox/xml/val,val_0866_SSAMLD2_DasypusNovemcinctus_02_2018_09_23_19_27_50.xml,Animal,Dasypus,Dasypodidae,Cingulata,Mammalia,val,test,train,train,train,train,train,train,train,train
2285,0866,,SSAMLD2,DasypusNovemcinctus,02,2018,09,23,19,27,50,./data/raw/brazil_amld/SSAMLD2/DasypusNovemcinctus/02,labels_ssamld2_d_novemcinctus_02_20200830033506.csv,csv,bbox,DasypusNovemcinctus,02,./data/interim/brazil_amld/bbox/csv/val,val_0866_SSAMLD2_DasypusNovemcinctus_02_2018_09_23_19_27_50.csv,Animal,Dasypus,Dasypodidae,Cingulata,Mammalia,val,test,train,train,train,train,train,train,train,train
2286,0867,,SSAMLD2,DasypusNovemcinctus,01,2018,08,08,21,42,54,./data/raw/brazil_amld/SSAMLD2/DasypusNovemcinctus/01,2018 08 08 21 42 54.JPG,jpg,image,DasypusNovemcinctus,01,./data/interim/brazil_amld/image/train,train_0867_SSAMLD2_DasypusNovemcinctus_01_2018_08_08_21_42_54.jpg,Animal,Dasypus,Dasypodidae,Cingulata,Mammalia,train,train,train,train,train,train,val,test,train,train
2287,0868,,SSAMLD2,DasypusNovemcinctus,01,2018,08,15,20,15,36,./data/raw/brazil_amld/SSAMLD2/DasypusNovemcinctus/01,2018 08 15 20 15 36.JPG,jpg,image,DasypusNovemcinctus,01,./data/interim/brazil_amld/image/train,train_0868_SSAMLD2_DasypusNovemcinctus_01_2018_08_15_20_15_36.jpg,Animal,Dasypus,Dasypodidae,Cingulata,Mammalia,train,train,train,train,train,train,val,test,train,train
2288,0869,,SSAMLD2,DasypusNovemcinctus,01,2018,08,17,00,41,40,./data/raw/brazil_amld/SSAMLD2/DasypusNovemcinctus/01,2018 08 17 00 41 40.JPG,jpg,image,DasypusNovemcinctus,01,./data/interim/brazil_amld/image/train,train_0869_SSAMLD2_DasypusNovemcinctus_01_2018_08_17_00_41_40.jpg,Animal,Dasypus,Dasypodidae,Cingulata,Mammalia,train,train,train,train,train,train,train,train,val,test
2289,0870,,SSAMLD2,DasypusNovemcinctus,01,2018,08,28,20,51,28,./data/raw/brazil_amld/SSAMLD2/DasypusNovemcinctus/01,2018 08 28 20 51 28.JPG,jpg,image,DasypusNovemcinctus,01,./data/interim/brazil_amld/image/train,train_0870_SSAMLD2_DasypusNovemcinctus_01_2018_08_28_20_51_28.jpg,Animal,Dasypus,Dasypodidae,Cingulata,Mammalia,train,train,train,train,train,train,train,val,test,train
2290,0871,,SSAMLD2,DasypusNovemcinctus,01,2018,08,28,20,51,36,./data/raw/brazil_amld/SSAMLD2/DasypusNovemcinctus/01,2018 08 28 20 51 36.JPG,jpg,image,DasypusNovemcinctus,01,./data/interim/brazil_amld/image/train,train_0871_SSAMLD2_DasypusNovemcinctus_01_2018_08_28_20_51_36.jpg,Animal,Dasypus,Dasypodidae,Cingulata,Mammalia,train,train,train,train,train,train,train,val,test,train
2291,0872,,SSAMLD2,DasypusNovemcinctus,01,2018,09,05,19,21,33,./data/raw/brazil_amld/SSAMLD2/DasypusNovemcinctus/01,2018 09 05 19 21 33.JPG,jpg,image,DasypusNovemcinctus,01,./data/interim/brazil_amld/image/train,train_0872_SSAMLD2_DasypusNovemcinctus_01_2018_09_05_19_21_33.jpg,Animal,Dasypus,Dasypodidae,Cingulata,Mammalia,train,train,train,train,train,train,val,test,train,train
2292,0873,,SSAMLD2,DasypusNovemcinctus,01,2018,09,05,19,21,35,./data/raw/brazil_amld/SSAMLD2/DasypusNovemcinctus/01,2018 09 05 19 21 35.JPG,jpg,image,DasypusNovemcinctus,01,./data/interim/brazil_amld/image/test,test_0873_SSAMLD2_DasypusNovemcinctus_01_2018_09_05_19_21_35.jpg,Animal,Dasypus,Dasypodidae,Cingulata,Mammalia,test,train,train,train,train,train,train,train,train,val
2293,0874,,SSAMLD2,DasypusNovemcinctus,01,2018,09,05,19,21,45,./data/raw/brazil_amld/SSAMLD2/DasypusNovemcinctus/01,2018 09 05 19 21 45.JPG,jpg,image,DasypusNovemcinctus,01,./data/interim/brazil_amld/image/train,train_0874_SSAMLD2_DasypusNovemcinctus_01_2018_09_05_19_21_45.jpg,Animal,Dasypus,Dasypodidae,Cingulata,Mammalia,train,train,train,train,train,train,val,test,train,train
2294,0875,,SSAMLD2,DasypusNovemcinctus,01,2018,09,05,19,36,51,./data/raw/brazil_amld/SSAMLD2/DasypusNovemcinctus/01,2018 09 05 19 36 51.JPG,jpg,image,DasypusNovemcinctus,01,./data/interim/brazil_amld/image/val,val_0875_SSAMLD2_DasypusNovemcinctus_01_2018_09_05_19_36_51.jpg,Animal,Dasypus,Dasypodidae,Cingulata,Mammalia,val,test,train,train,train,train,train,train,train,train
