file_id,image_id,video_id,location,cam_trap,species,num_animal,year,month,day,hour,minute,second,file_path,file_name,file_type,data_type,species_new,num_animal_new,file_path_new,file_name_new,species_binary,genus,family,order,class,split1,split2,split3,split4,split5,split6,split7,split8,split9,split10,count,order_class
4232,1396.0,,brazilAMLD,CT04,Ghost,,2018.0,8.0,11.0,15.0,34.0,46.0,./data/raw/brazilAMLD/CT04/Ghost,2018 08 11 15 34 46.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1396_brazilAMLD_CT04_Ghost_01_2018_08_11_15_34_46.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,val,test,train,train,train,830,Ghost
4234,1397.0,,brazilAMLD,CT04,Ghost,,2018.0,8.0,12.0,13.0,37.0,30.0,./data/raw/brazilAMLD/CT04/Ghost,2018 08 12 13 37 30.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1397_brazilAMLD_CT04_Ghost_01_2018_08_12_13_37_30.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
4235,1398.0,,brazilAMLD,CT04,Ghost,,2018.0,8.0,12.0,13.0,38.0,23.0,./data/raw/brazilAMLD/CT04/Ghost,2018 08 12 13 38 23.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1398_brazilAMLD_CT04_Ghost_01_2018_08_12_13_38_23.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train,830,Ghost
4487,1447.0,,brazilAMLD,CT03,Ghost,01,2018.0,8.0,15.0,20.0,44.0,18.0,./data/raw/brazilAMLD/CT03/Ghost/01,2018 08 15 20 44 18.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_1447_brazilAMLD_CT03_Ghost_01_2018_08_15_20_44_18.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
4488,1448.0,,brazilAMLD,CT03,Ghost,01,2018.0,8.0,19.0,15.0,30.0,41.0,./data/raw/brazilAMLD/CT03/Ghost/01,2018 08 19 15 30 41.JPG,jpg,image,Ghost,1,./data/interim/image/train,train_1448_brazilAMLD_CT03_Ghost_01_2018_08_19_15_30_41.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
4546,1462.0,,ecuador,SS CAM4,Ghost,,2018.0,6.0,9.0,8.0,0.0,2.0,./data/raw/ecuador/SS CAM4/Ghost,2018 06 09 08 00 02.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1462_ecuador_SS CAM4_Ghost_01_2018_06_09_08_00_02.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,train,val,test,830,Ghost
4547,1463.0,,ecuador,SS CAM4,Ghost,,2018.0,6.0,10.0,9.0,58.0,3.0,./data/raw/ecuador/SS CAM4/Ghost,2018 06 10 09 58 03.jpg,jpg,image,Ghost,1,./data/interim/image/test,test_1463_ecuador_SS CAM4_Ghost_01_2018_06_10_09_58_03.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
4573,1468.0,,ecuador,SS CAM3,Ghost,,2018.0,6.0,4.0,11.0,17.0,22.0,./data/raw/ecuador/SS CAM3/Ghost,2018 06 04 11 17 22.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1468_ecuador_SS CAM3_Ghost_01_2018_06_04_11_17_22.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,val,test,train,train,train,train,train,830,Ghost
4574,1469.0,,ecuador,SS CAM3,Ghost,,2018.0,6.0,4.0,11.0,20.0,25.0,./data/raw/ecuador/SS CAM3/Ghost,2018 06 04 11 20 25.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1469_ecuador_SS CAM3_Ghost_01_2018_06_04_11_20_25.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,val,test,train,train,train,train,train,train,train,830,Ghost
4575,1470.0,,ecuador,SS CAM3,Ghost,,2018.0,6.0,4.0,11.0,21.0,31.0,./data/raw/ecuador/SS CAM3/Ghost,2018 06 04 11 21 31.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1470_ecuador_SS CAM3_Ghost_01_2018_06_04_11_21_31.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
4576,1471.0,,ecuador,SS CAM3,Ghost,,2018.0,6.0,4.0,11.0,21.0,50.0,./data/raw/ecuador/SS CAM3/Ghost,2018 06 04 11 21 50.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1471_ecuador_SS CAM3_Ghost_01_2018_06_04_11_21_50.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,val,test,train,train,train,train,train,830,Ghost
4577,1472.0,,ecuador,SS CAM3,Ghost,,2018.0,6.0,4.0,11.0,22.0,8.0,./data/raw/ecuador/SS CAM3/Ghost,2018 06 04 11 22 08.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1472_ecuador_SS CAM3_Ghost_01_2018_06_04_11_22_08.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,val,test,train,train,train,830,Ghost
4578,1473.0,,ecuador,SS CAM3,Ghost,,2018.0,6.0,4.0,11.0,22.0,27.0,./data/raw/ecuador/SS CAM3/Ghost,2018 06 04 11 22 27.jpg,jpg,image,Ghost,1,./data/interim/image/test,test_1473_ecuador_SS CAM3_Ghost_01_2018_06_04_11_22_27.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
4579,1474.0,,ecuador,SS CAM3,Ghost,,2018.0,6.0,4.0,14.0,54.0,13.0,./data/raw/ecuador/SS CAM3/Ghost,2018 06 04 14 54 13.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1474_ecuador_SS CAM3_Ghost_01_2018_06_04_14_54_13.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train,830,Ghost
4580,1475.0,,ecuador,SS CAM3,Ghost,,2018.0,6.0,5.0,13.0,30.0,7.0,./data/raw/ecuador/SS CAM3/Ghost,2018 06 05 13 30 07.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1475_ecuador_SS CAM3_Ghost_01_2018_06_05_13_30_07.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
4581,1476.0,,ecuador,SS CAM3,Ghost,,2018.0,6.0,5.0,14.0,7.0,9.0,./data/raw/ecuador/SS CAM3/Ghost,2018 06 05 14 07 09.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1476_ecuador_SS CAM3_Ghost_01_2018_06_05_14_07_09.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,train,val,test,830,Ghost
4582,1477.0,,ecuador,SS CAM3,Ghost,,2018.0,6.0,7.0,12.0,57.0,36.0,./data/raw/ecuador/SS CAM3/Ghost,2018 06 07 12 57 36.jpg,jpg,image,Ghost,1,./data/interim/image/val,val_1477_ecuador_SS CAM3_Ghost_01_2018_06_07_12_57_36.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,val,test,train,train,train,train,train,train,train,train,830,Ghost
4583,1478.0,,ecuador,SS CAM3,Ghost,,2018.0,6.0,9.0,7.0,45.0,30.0,./data/raw/ecuador/SS CAM3/Ghost,2018 06 09 07 45 30.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1478_ecuador_SS CAM3_Ghost_01_2018_06_09_07_45_30.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,val,test,train,830,Ghost
4585,1479.0,,ecuador,SS CAM3,Ghost,,2018.0,6.0,11.0,9.0,43.0,33.0,./data/raw/ecuador/SS CAM3/Ghost,2018 06 11 09 43 33.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1479_ecuador_SS CAM3_Ghost_01_2018_06_11_09_43_33.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,val,test,train,train,train,830,Ghost
4586,1480.0,,ecuador,SS CAM3,Ghost,,2018.0,6.0,11.0,11.0,8.0,4.0,./data/raw/ecuador/SS CAM3/Ghost,2018 06 11 11 08 04.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1480_ecuador_SS CAM3_Ghost_01_2018_06_11_11_08_04.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
4640,1491.0,,ecuador,SS CAM2,Ghost,,2018.0,6.0,7.0,0.0,0.0,24.0,./data/raw/ecuador/SS CAM2/Ghost,2018 06 07 00 00 24.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1491_ecuador_SS CAM2_Ghost_01_2018_06_07_00_00_24.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
4642,1492.0,,ecuador,SS CAM2,Ghost,,2018.0,6.0,10.0,7.0,56.0,29.0,./data/raw/ecuador/SS CAM2/Ghost,2018 06 10 07 56 29.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1492_ecuador_SS CAM2_Ghost_01_2018_06_10_07_56_29.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,val,test,train,830,Ghost
4733,1515.0,,ecuador,SS CAM5,Ghost,,2018.0,6.0,4.0,10.0,33.0,50.0,./data/raw/ecuador/SS CAM5/Ghost,2018 06 04 10 33 50.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1515_ecuador_SS CAM5_Ghost_01_2018_06_04_10_33_50.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
4734,1516.0,,ecuador,SS CAM5,Ghost,,2018.0,6.0,5.0,0.0,29.0,38.0,./data/raw/ecuador/SS CAM5/Ghost,2018 06 05 00 29 38.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1516_ecuador_SS CAM5_Ghost_01_2018_06_05_00_29_38.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train,830,Ghost
4736,1517.0,,ecuador,SS CAM5,Ghost,,2018.0,6.0,5.0,1.0,11.0,22.0,./data/raw/ecuador/SS CAM5/Ghost,2018 06 05 01 11 22.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1517_ecuador_SS CAM5_Ghost_01_2018_06_05_01_11_22.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,val,test,train,train,train,train,train,train,train,830,Ghost
4737,1518.0,,ecuador,SS CAM5,Ghost,,2018.0,6.0,5.0,7.0,44.0,41.0,./data/raw/ecuador/SS CAM5/Ghost,2018 06 05 07 44 41.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1518_ecuador_SS CAM5_Ghost_01_2018_06_05_07_44_41.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,train,val,test,830,Ghost
4738,1519.0,,ecuador,SS CAM5,Ghost,,2018.0,6.0,5.0,7.0,47.0,5.0,./data/raw/ecuador/SS CAM5/Ghost,2018 06 05 07 47 05.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1519_ecuador_SS CAM5_Ghost_01_2018_06_05_07_47_05.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,val,test,train,830,Ghost
4739,1520.0,,ecuador,SS CAM5,Ghost,,2018.0,6.0,5.0,12.0,35.0,7.0,./data/raw/ecuador/SS CAM5/Ghost,2018 06 05 12 35 07.jpg,jpg,image,Ghost,1,./data/interim/image/val,val_1520_ecuador_SS CAM5_Ghost_01_2018_06_05_12_35_07.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,val,test,train,train,train,train,train,train,train,train,830,Ghost
4741,1521.0,,ecuador,SS CAM5,Ghost,,2018.0,6.0,5.0,20.0,53.0,19.0,./data/raw/ecuador/SS CAM5/Ghost,2018 06 05 20 53 19.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1521_ecuador_SS CAM5_Ghost_01_2018_06_05_20_53_19.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,val,test,train,train,train,train,train,830,Ghost
4743,1522.0,,ecuador,SS CAM5,Ghost,,2018.0,6.0,7.0,15.0,54.0,9.0,./data/raw/ecuador/SS CAM5/Ghost,2018 06 07 15 54 09.jpg,jpg,image,Ghost,1,./data/interim/image/test,test_1522_ecuador_SS CAM5_Ghost_01_2018_06_07_15_54_09.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
4744,1523.0,,ecuador,SS CAM5,Ghost,,2018.0,6.0,7.0,19.0,54.0,11.0,./data/raw/ecuador/SS CAM5/Ghost,2018 06 07 19 54 11.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1523_ecuador_SS CAM5_Ghost_01_2018_06_07_19_54_11.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,val,test,train,train,train,830,Ghost
4745,1524.0,,ecuador,SS CAM5,Ghost,,2018.0,6.0,7.0,22.0,41.0,33.0,./data/raw/ecuador/SS CAM5/Ghost,2018 06 07 22 41 33.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1524_ecuador_SS CAM5_Ghost_01_2018_06_07_22_41_33.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
4783,1532.0,,ecuador,SS CAM19,Ghost,,2018.0,5.0,31.0,17.0,36.0,4.0,./data/raw/ecuador/SS CAM19/Ghost,2018 05 31 17 36 04.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1532_ecuador_SS CAM19_Ghost_01_2018_05_31_17_36_04.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,train,val,test,830,Ghost
4784,1533.0,,ecuador,SS CAM19,Ghost,,2018.0,5.0,31.0,17.0,36.0,5.0,./data/raw/ecuador/SS CAM19/Ghost,2018 05 31 17 36 05.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1533_ecuador_SS CAM19_Ghost_01_2018_05_31_17_36_05.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,val,test,train,train,train,830,Ghost
4785,1534.0,,ecuador,SS CAM19,Ghost,,2018.0,5.0,31.0,17.0,36.0,6.0,./data/raw/ecuador/SS CAM19/Ghost,2018 05 31 17 36 06.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1534_ecuador_SS CAM19_Ghost_01_2018_05_31_17_36_06.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,val,test,train,train,train,830,Ghost
4786,1535.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,1.0,13.0,34.0,15.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 01 13 34 15.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1535_ecuador_SS CAM19_Ghost_01_2018_06_01_13_34_15.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train,830,Ghost
4787,1536.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,1.0,13.0,34.0,16.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 01 13 34 16.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1536_ecuador_SS CAM19_Ghost_01_2018_06_01_13_34_16.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,val,test,train,830,Ghost
4788,1537.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,3.0,6.0,18.0,5.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 03 06 18 05.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1537_ecuador_SS CAM19_Ghost_01_2018_06_03_06_18_05.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,val,test,train,830,Ghost
4789,1538.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,3.0,6.0,18.0,6.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 03 06 18 06.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1538_ecuador_SS CAM19_Ghost_01_2018_06_03_06_18_06.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,val,test,train,train,train,train,train,830,Ghost
4790,1539.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,3.0,6.0,18.0,7.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 03 06 18 07.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1539_ecuador_SS CAM19_Ghost_01_2018_06_03_06_18_07.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
4791,1540.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,3.0,20.0,19.0,5.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 03 20 19 05.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1540_ecuador_SS CAM19_Ghost_01_2018_06_03_20_19_05.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,val,test,train,train,train,train,train,train,train,830,Ghost
4792,1541.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,3.0,20.0,19.0,6.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 03 20 19 06.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1541_ecuador_SS CAM19_Ghost_01_2018_06_03_20_19_06.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,val,test,train,train,train,train,train,train,train,830,Ghost
4793,1542.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,3.0,20.0,19.0,7.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 03 20 19 07.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1542_ecuador_SS CAM19_Ghost_01_2018_06_03_20_19_07.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,val,test,train,830,Ghost
4794,1543.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,3.0,20.0,19.0,29.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 03 20 19 29.jpg,jpg,image,Ghost,1,./data/interim/image/test,test_1543_ecuador_SS CAM19_Ghost_01_2018_06_03_20_19_29.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
4795,1544.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,3.0,20.0,19.0,30.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 03 20 19 30.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1544_ecuador_SS CAM19_Ghost_01_2018_06_03_20_19_30.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train,830,Ghost
4796,1545.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,3.0,20.0,19.0,31.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 03 20 19 31.jpg,jpg,image,Ghost,1,./data/interim/image/val,val_1545_ecuador_SS CAM19_Ghost_01_2018_06_03_20_19_31.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,val,test,train,train,train,train,train,train,train,train,830,Ghost
4797,1546.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,4.0,2.0,50.0,6.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 04 02 50 06.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1546_ecuador_SS CAM19_Ghost_01_2018_06_04_02_50_06.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
4798,1547.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,4.0,2.0,50.0,7.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 04 02 50 07.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1547_ecuador_SS CAM19_Ghost_01_2018_06_04_02_50_07.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,train,val,test,830,Ghost
4799,1548.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,4.0,2.0,50.0,8.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 04 02 50 08.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1548_ecuador_SS CAM19_Ghost_01_2018_06_04_02_50_08.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
4800,1549.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,4.0,6.0,58.0,16.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 04 06 58 16.jpg,jpg,image,Ghost,1,./data/interim/image/val,val_1549_ecuador_SS CAM19_Ghost_01_2018_06_04_06_58_16.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,val,test,train,train,train,train,train,train,train,train,830,Ghost
4801,1550.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,4.0,6.0,58.0,17.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 04 06 58 17.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1550_ecuador_SS CAM19_Ghost_01_2018_06_04_06_58_17.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,val,test,train,train,train,train,train,830,Ghost
4802,1551.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,4.0,6.0,58.0,18.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 04 06 58 18.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1551_ecuador_SS CAM19_Ghost_01_2018_06_04_06_58_18.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
4803,1552.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,4.0,8.0,49.0,45.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 04 08 49 45.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1552_ecuador_SS CAM19_Ghost_01_2018_06_04_08_49_45.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,train,val,test,830,Ghost
4804,1553.0,,ecuador,SS CAM19,Ghost,,2018.0,6.0,4.0,8.0,49.0,46.0,./data/raw/ecuador/SS CAM19/Ghost,2018 06 04 08 49 46.jpg,jpg,image,Ghost,1,./data/interim/image/test,test_1553_ecuador_SS CAM19_Ghost_01_2018_06_04_08_49_46.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
5054,1639.0,,ecuador,SS CAM7,Ghost,,2018.0,6.0,10.0,6.0,46.0,49.0,./data/raw/ecuador/SS CAM7/Ghost,2018 06 10 06 46 49.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1639_ecuador_SS CAM7_Ghost_01_2018_06_10_06_46_49.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,train,val,test,830,Ghost
5055,1640.0,,ecuador,SS CAM7,Ghost,,2018.0,6.0,10.0,6.0,46.0,50.0,./data/raw/ecuador/SS CAM7/Ghost,2018 06 10 06 46 50.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1640_ecuador_SS CAM7_Ghost_01_2018_06_10_06_46_50.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,val,test,train,train,train,830,Ghost
5056,1641.0,,ecuador,SS CAM7,Ghost,,2018.0,6.0,10.0,6.0,46.0,51.0,./data/raw/ecuador/SS CAM7/Ghost,2018 06 10 06 46 51.jpg,jpg,image,Ghost,1,./data/interim/image/test,test_1641_ecuador_SS CAM7_Ghost_01_2018_06_10_06_46_51.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
5058,1642.0,,ecuador,SS CAM7,Ghost,,2018.0,6.0,12.0,0.0,57.0,12.0,./data/raw/ecuador/SS CAM7/Ghost,2018 06 12 00 57 12.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1642_ecuador_SS CAM7_Ghost_01_2018_06_12_00_57_12.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,val,test,train,train,train,train,830,Ghost
5059,1643.0,,ecuador,SS CAM7,Ghost,,2018.0,6.0,12.0,0.0,57.0,13.0,./data/raw/ecuador/SS CAM7/Ghost,2018 06 12 00 57 13.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1643_ecuador_SS CAM7_Ghost_01_2018_06_12_00_57_13.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,val,test,train,train,830,Ghost
5060,1644.0,,ecuador,SS CAM7,Ghost,,2018.0,6.0,12.0,0.0,57.0,14.0,./data/raw/ecuador/SS CAM7/Ghost,2018 06 12 00 57 14.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1644_ecuador_SS CAM7_Ghost_01_2018_06_12_00_57_14.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,val,test,train,830,Ghost
5267,1693.0,,ecuador,SS CAM6,Ghost,,2018.0,6.0,5.0,16.0,7.0,59.0,./data/raw/ecuador/SS CAM6/Ghost,2018 06 05 16 07 59.jpg,jpg,image,Ghost,1,./data/interim/image/test,test_1693_ecuador_SS CAM6_Ghost_01_2018_06_05_16_07_59.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,test,train,train,train,train,train,train,train,train,val,830,Ghost
5268,1694.0,,ecuador,SS CAM6,Ghost,,2018.0,6.0,5.0,16.0,9.0,55.0,./data/raw/ecuador/SS CAM6/Ghost,2018 06 05 16 09 55.jpg,jpg,image,Ghost,1,./data/interim/image/val,val_1694_ecuador_SS CAM6_Ghost_01_2018_06_05_16_09_55.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,val,test,train,train,train,train,train,train,train,train,830,Ghost
5269,1695.0,,ecuador,SS CAM6,Ghost,,2018.0,6.0,5.0,16.0,9.0,56.0,./data/raw/ecuador/SS CAM6/Ghost,2018 06 05 16 09 56.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1695_ecuador_SS CAM6_Ghost_01_2018_06_05_16_09_56.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,train,val,test,830,Ghost
5272,1696.0,,ecuador,SS CAM6,Ghost,,2018.0,6.0,6.0,21.0,52.0,19.0,./data/raw/ecuador/SS CAM6/Ghost,2018 06 06 21 52 19.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1696_ecuador_SS CAM6_Ghost_01_2018_06_06_21_52_19.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,val,test,train,train,train,train,train,train,train,830,Ghost
5273,1697.0,,ecuador,SS CAM6,Ghost,,2018.0,6.0,6.0,21.0,52.0,20.0,./data/raw/ecuador/SS CAM6/Ghost,2018 06 06 21 52 20.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1697_ecuador_SS CAM6_Ghost_01_2018_06_06_21_52_20.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,val,test,train,train,train,train,train,train,830,Ghost
5304,1703.0,,ecuador,SS CAM1,Ghosts,,2018.0,6.0,5.0,4.0,47.0,37.0,./data/raw/ecuador/SS CAM1/Ghosts,2018 06 05 04 47 37.jpg,jpg,image,Ghost,1,./data/interim/image/train,train_1703_ecuador_SS CAM1_Ghost_01_2018_06_05_04_47_37.jpg,Ghost,Ghost,Ghost,Ghost,Ghost,train,train,train,train,train,train,train,val,test,train,830,Ghost
