file_id,image_id,video_id,location,cam_trap,species,num_animal,year,month,day,hour,minute,second,file_path,file_name,file_type,data_type,species_new,num_animal_new,file_path_new,file_name_new,species_binary,genus,family,order,class,split1,split2,split3,split4,split5,split6,split7,split8,split9,split10
3266,1183,,brazilAMLD,SSAMLD2,Bird,2,2018,9,21,9,11,14,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1183_brazilAMLD_SSAMLD2_Aves_02_2018_09_21_09_11_14.xml,Animal,Aves,Aves,Aves,Aves,train,train,val,test,train,train,train,train,train,train
3267,1184,,brazilAMLD,SSAMLD2,Bird,2,2018,9,21,9,11,18,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/val,val_1184_brazilAMLD_SSAMLD2_Aves_02_2018_09_21_09_11_18.xml,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
3268,1185,,brazilAMLD,SSAMLD2,Bird,2,2018,9,23,7,8,13,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1185_brazilAMLD_SSAMLD2_Aves_02_2018_09_23_07_08_13.xml,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
3269,1186,,brazilAMLD,SSAMLD2,Bird,2,2018,9,23,7,8,18,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1186_brazilAMLD_SSAMLD2_Aves_02_2018_09_23_07_08_18.xml,Animal,Aves,Aves,Aves,Aves,train,train,val,test,train,train,train,train,train,train
3270,1187,,brazilAMLD,SSAMLD2,Bird,2,2018,9,27,8,39,58,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1187_brazilAMLD_SSAMLD2_Aves_02_2018_09_27_08_39_58.xml,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
3271,1188,,brazilAMLD,SSAMLD2,Bird,2,2018,9,27,8,40,1,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1188_brazilAMLD_SSAMLD2_Aves_02_2018_09_27_08_40_01.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
3272,1189,,brazilAMLD,SSAMLD2,Bird,2,2018,10,18,7,55,58,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1189_brazilAMLD_SSAMLD2_Aves_02_2018_10_18_07_55_58.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
3273,1190,,brazilAMLD,SSAMLD2,Bird,2,2018,10,19,8,28,30,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1190_brazilAMLD_SSAMLD2_Aves_02_2018_10_19_08_28_30.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
3274,1191,,brazilAMLD,SSAMLD2,Bird,2,2018,10,29,10,34,15,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1191_brazilAMLD_SSAMLD2_Aves_02_2018_10_29_10_34_15.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,val,test,train
3275,1192,,brazilAMLD,SSAMLD2,Bird,2,2018,10,29,10,34,20,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1192_brazilAMLD_SSAMLD2_Aves_02_2018_10_29_10_34_20.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
3276,1193,,brazilAMLD,SSAMLD2,Bird,2,2018,11,6,11,35,48,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1193_brazilAMLD_SSAMLD2_Aves_02_2018_11_06_11_35_48.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,val,test,train
3277,1143,,brazilAMLD,SSAMLD2,Bird,2,2018,8,23,16,59,54,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/val,val_1143_brazilAMLD_SSAMLD2_Aves_02_2018_08_23_16_59_54.xml,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
3278,1144,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,23,25,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/test,test_1144_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_23_25.xml,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
3279,1145,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,23,27,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1145_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_23_27.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
3280,1146,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,23,29,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1146_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_23_29.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
3281,1147,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,23,31,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1147_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_23_31.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
3282,1148,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,23,35,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1148_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_23_35.xml,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
3283,1149,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,23,45,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1149_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_23_45.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
3284,1150,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,24,6,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/val,val_1150_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_24_06.xml,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
3285,1151,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,24,20,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/val,val_1151_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_24_20.xml,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
3286,1152,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,24,23,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1152_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_24_23.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
3287,1153,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,24,25,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1153_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_24_25.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
3288,1154,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,33,27,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1154_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_33_27.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
3289,1155,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,33,29,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1155_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_33_29.xml,Animal,Aves,Aves,Aves,Aves,train,train,val,test,train,train,train,train,train,train
3290,1156,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,33,31,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1156_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_33_31.xml,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
3291,1157,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,33,54,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/test,test_1157_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_33_54.xml,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
3292,1158,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,34,25,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/test,test_1158_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_34_25.xml,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
3293,1159,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,34,40,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/test,test_1159_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_34_40.xml,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
3294,1160,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,36,16,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1160_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_36_16.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
3295,1161,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,36,31,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1161_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_36_31.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
3296,1162,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,36,33,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1162_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_36_33.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
3297,1163,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,36,46,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/val,val_1163_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_36_46.xml,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
3298,1164,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,36,53,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/val,val_1164_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_36_53.xml,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
3299,1165,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,40,54,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1165_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_40_54.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
3300,1166,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,46,0,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1166_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_46_00.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
3301,1167,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,46,2,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1167_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_46_02.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
3302,1168,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,52,47,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1168_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_52_47.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
3303,1169,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,56,56,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1169_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_56_56.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,val,test,train
3304,1170,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,57,9,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1170_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_57_09.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,val,test,train
3305,1171,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,17,2,22,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1171_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_17_02_22.xml,Animal,Aves,Aves,Aves,Aves,train,train,val,test,train,train,train,train,train,train
3306,1172,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,17,2,25,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1172_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_17_02_25.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
3307,1173,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,17,2,26,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1173_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_17_02_26.xml,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,val,test,train
3308,1174,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,17,2,31,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021710.zip,xml,bbox,Aves,2,./data/interim/bbox/xml/train,train_1174_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_17_02_31.xml,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
3309,1175,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,17,2,33,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1175_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_17_02_33.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
3310,1176,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,17,2,41,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1176_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_17_02_41.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
3311,1177,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,17,2,43,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1177_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_17_02_43.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
3312,1178,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,17,9,22,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1178_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_17_09_22.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
3313,1179,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,17,10,22,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1179_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_17_10_22.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
3314,1180,,brazilAMLD,SSAMLD2,Bird,2,2018,9,21,8,44,5,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/test,test_1180_brazilAMLD_SSAMLD2_Aves_02_2018_09_21_08_44_05.csv,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
3315,1181,,brazilAMLD,SSAMLD2,Bird,2,2018,9,21,8,44,7,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1181_brazilAMLD_SSAMLD2_Aves_02_2018_09_21_08_44_07.csv,Animal,Aves,Aves,Aves,Aves,train,train,val,test,train,train,train,train,train,train
3316,1182,,brazilAMLD,SSAMLD2,Bird,2,2018,9,21,9,11,12,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1182_brazilAMLD_SSAMLD2_Aves_02_2018_09_21_09_11_12.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
3317,1183,,brazilAMLD,SSAMLD2,Bird,2,2018,9,21,9,11,14,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1183_brazilAMLD_SSAMLD2_Aves_02_2018_09_21_09_11_14.csv,Animal,Aves,Aves,Aves,Aves,train,train,val,test,train,train,train,train,train,train
3318,1184,,brazilAMLD,SSAMLD2,Bird,2,2018,9,21,9,11,18,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/val,val_1184_brazilAMLD_SSAMLD2_Aves_02_2018_09_21_09_11_18.csv,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
3319,1185,,brazilAMLD,SSAMLD2,Bird,2,2018,9,23,7,8,13,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1185_brazilAMLD_SSAMLD2_Aves_02_2018_09_23_07_08_13.csv,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
3320,1186,,brazilAMLD,SSAMLD2,Bird,2,2018,9,23,7,8,18,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1186_brazilAMLD_SSAMLD2_Aves_02_2018_09_23_07_08_18.csv,Animal,Aves,Aves,Aves,Aves,train,train,val,test,train,train,train,train,train,train
3321,1187,,brazilAMLD,SSAMLD2,Bird,2,2018,9,27,8,39,58,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1187_brazilAMLD_SSAMLD2_Aves_02_2018_09_27_08_39_58.csv,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
3322,1188,,brazilAMLD,SSAMLD2,Bird,2,2018,9,27,8,40,1,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1188_brazilAMLD_SSAMLD2_Aves_02_2018_09_27_08_40_01.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
3323,1189,,brazilAMLD,SSAMLD2,Bird,2,2018,10,18,7,55,58,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1189_brazilAMLD_SSAMLD2_Aves_02_2018_10_18_07_55_58.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,val,test,train,train,train,train,train
3324,1190,,brazilAMLD,SSAMLD2,Bird,2,2018,10,19,8,28,30,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1190_brazilAMLD_SSAMLD2_Aves_02_2018_10_19_08_28_30.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
3325,1191,,brazilAMLD,SSAMLD2,Bird,2,2018,10,29,10,34,15,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1191_brazilAMLD_SSAMLD2_Aves_02_2018_10_29_10_34_15.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,val,test,train
3326,1192,,brazilAMLD,SSAMLD2,Bird,2,2018,10,29,10,34,20,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1192_brazilAMLD_SSAMLD2_Aves_02_2018_10_29_10_34_20.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,val,test,train,train,train
3327,1193,,brazilAMLD,SSAMLD2,Bird,2,2018,11,6,11,35,48,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1193_brazilAMLD_SSAMLD2_Aves_02_2018_11_06_11_35_48.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,val,test,train
3328,1143,,brazilAMLD,SSAMLD2,Bird,2,2018,8,23,16,59,54,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/val,val_1143_brazilAMLD_SSAMLD2_Aves_02_2018_08_23_16_59_54.csv,Animal,Aves,Aves,Aves,Aves,val,test,train,train,train,train,train,train,train,train
3329,1144,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,23,25,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/test,test_1144_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_23_25.csv,Animal,Aves,Aves,Aves,Aves,test,train,train,train,train,train,train,train,train,val
3330,1145,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,23,27,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1145_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_23_27.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,train,train,val,test
3331,1146,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,23,29,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1146_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_23_29.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,train,train,val,test,train,train
3332,1147,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,23,31,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1147_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_23_31.csv,Animal,Aves,Aves,Aves,Aves,train,train,train,train,val,test,train,train,train,train
3333,1148,,brazilAMLD,SSAMLD2,Bird,2,2018,9,4,16,23,35,./data/raw/brazilAMLD/SSAMLD2/Bird/02,labels_ssamld2-bird-02_20200830021714.csv,csv,bbox,Aves,2,./data/interim/bbox/csv/train,train_1148_brazilAMLD_SSAMLD2_Aves_02_2018_09_04_16_23_35.csv,Animal,Aves,Aves,Aves,Aves,train,val,test,train,train,train,train,train,train,train
